               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.016793,            0.010451,                   0,             0.96585,             0.97537,             0.98822,             0.71331,             0.01253,           0.0062197,                   0,           0.0030081,           0.0030081,           0.0030081
                 115,            0.017956,            0.010148,                   0,             0.97038,             0.97044,             0.98445,             0.71134,            0.012438,           0.0062775,                   0,           0.0029462,           0.0029462,           0.0029462
                 116,            0.017048,            0.010119,                   0,             0.98493,             0.97537,             0.98957,             0.71902,            0.012625,            0.005805,                   0,           0.0028844,           0.0028844,           0.0028844
                 117,            0.018136,           0.0099271,                   0,             0.94736,             0.97518,             0.98568,             0.71828,            0.012391,            0.005674,                   0,           0.0028225,           0.0028225,           0.0028225
                 118,            0.016326,            0.009472,                   0,             0.97015,             0.96058,             0.98667,              0.7314,            0.012379,           0.0057704,                   0,           0.0027606,           0.0027606,           0.0027606
                 119,            0.014847,           0.0095354,                   0,             0.96029,             0.95567,              0.9792,             0.71973,            0.012499,           0.0057191,                   0,           0.0026987,           0.0026987,           0.0026987
                 120,            0.018417,           0.0099057,                   0,              0.9703,             0.96546,             0.98739,             0.72694,            0.012828,           0.0058241,                   0,           0.0026369,           0.0026369,           0.0026369
                 121,            0.018029,           0.0094811,                   0,             0.96551,             0.96552,             0.97993,             0.72488,             0.01268,            0.005852,                   0,            0.002575,            0.002575,            0.002575
                 122,            0.016239,            0.009692,                   0,             0.96585,              0.9753,             0.97987,             0.72738,            0.012621,           0.0059341,                   0,           0.0025131,           0.0025131,           0.0025131
                 123,            0.016949,           0.0098447,                   0,               0.975,             0.96055,             0.98338,             0.72053,            0.012536,           0.0060269,                   0,           0.0024513,           0.0024513,           0.0024513
                 124,            0.016011,           0.0097422,                   0,             0.97944,             0.97044,             0.99015,             0.73866,            0.012297,           0.0057385,                   0,           0.0023894,           0.0023894,           0.0023894
                 125,            0.017636,           0.0097865,                   0,             0.97989,             0.96059,             0.98382,             0.73318,            0.012335,            0.005743,                   0,           0.0023275,           0.0023275,           0.0023275
                 126,            0.015213,           0.0097976,                   0,             0.95672,             0.98013,             0.98082,             0.74011,            0.012504,           0.0056549,                   0,           0.0022656,           0.0022656,           0.0022656
                 127,            0.016836,            0.009545,                   0,             0.96551,             0.96538,             0.98457,             0.74408,            0.012551,           0.0056947,                   0,           0.0022038,           0.0022038,           0.0022038
                 128,            0.017235,           0.0096713,                   0,             0.96602,             0.98027,              0.9861,             0.72729,            0.012735,           0.0056695,                   0,           0.0021419,           0.0021419,           0.0021419
                 129,            0.015164,           0.0095054,                   0,              0.9801,             0.97038,             0.99043,             0.73258,            0.012582,           0.0057003,                   0,             0.00208,             0.00208,             0.00208
                 130,            0.016055,           0.0094441,                   0,             0.97527,             0.97537,             0.98654,             0.73879,            0.012238,           0.0057992,                   0,           0.0020181,           0.0020181,           0.0020181
